CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),City,Age_Group,Annual_Income_Group,Spending_Score_Group,Category_Group,Age_Segment
533,Female,26,72,82.0,San Antonio,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
534,Female,27,72,32.0,San Diego,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
535,Male,28,73,61.0,New York,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
536,Female,29,73,31.0,Seattle,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
537,Female,30,73,87.0,Los Angeles,"(25, 35]","(54, 75]","(85, 102]",Centroid,Young Adults
538,Male,31,73,4.0,Chicago,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
539,Male,32,74,73.0,Houston,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
540,Female,33,74,4.0,Phoenix,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
541,Female,34,75,92.0,Philadelphia,"(25, 35]","(54, 75]","(85, 102]",Centroid,Young Adults
542,Male,35,75,14.0,San Antonio,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
543,Female,36,76,81.0,San Diego,"(35, 45]","(75, 96]","(68, 85]",Centroid,Young Adults
544,Female,37,76,17.0,Washington,"(35, 45]","(75, 96]","(0, 17]",Miser,Young Adults
545,Male,38,77,73.0,Los Angeles,"(35, 45]","(75, 96]","(68, 85]",Spendthrift,Young Adults
546,Male,39,77,26.0,Chicago,"(35, 45]","(75, 96]","(17, 34]",General,Young Adults
547,Male,40,77,75.0,Houston,"(35, 45]","(75, 96]","(68, 85]",Spendthrift,Middle-Aged Adults
548,Female,41,77,35.0,Phoenix,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
549,Female,42,78,92.0,Philadelphia,"(35, 45]","(75, 96]","(85, 102]",Centroid,Middle-Aged Adults
550,Male,43,78,36.0,San Antonio,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
551,Male,44,78,61.0,San Diego,"(35, 45]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
552,Male,45,78,28.0,Washington,"(35, 45]","(75, 96]","(17, 34]",General,Middle-Aged Adults
553,Female,46,78,65.0,Los Angeles,"(45, 55]","(75, 96]","(51, 68]",Spendthrift,Middle-Aged Adults
554,Female,47,78,55.0,Chicago,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
555,Female,48,78,47.0,Houston,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
556,Female,49,78,42.0,Phoenix,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
557,Male,50,78,42.0,Philadelphia,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
558,Female,51,78,52.0,San Antonio,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
559,Male,20,78,60.0,San Diego,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
560,Female,21,78,54.0,Washington,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
561,Female,22,79,60.0,New York,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
562,Female,23,79,45.0,Seattle,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
563,Male,24,81,41.0,Los Angeles,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
564,Female,25,81,50.0,Chicago,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
565,Male,26,85,46.0,Houston,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
566,Female,27,85,51.0,Phoenix,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
567,Male,28,86,46.0,Philadelphia,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
568,Female,29,86,56.0,San Antonio,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
569,Female,30,87,55.0,San Diego,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
570,Male,31,87,52.0,New York,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
571,Male,32,87,59.0,Seattle,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
572,Male,33,87,51.0,Los Angeles,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
573,Male,34,87,59.0,Chicago,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
574,Male,35,87,50.0,Houston,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
575,Female,36,88,48.0,Phoenix,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
576,Female,37,88,59.0,Philadelphia,"(35, 45]","(75, 96]","(51, 68]",Target,Young Adults
577,Male,38,88,47.0,San Antonio,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
578,Male,39,88,55.0,San Diego,"(35, 45]","(75, 96]","(51, 68]",Target,Young Adults
579,Male,40,93,42.0,Washington,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
580,Male,41,93,49.0,Los Angeles,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
581,Female,42,97,56.0,Chicago,"(35, 45]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
582,Female,43,97,47.0,Houston,"(35, 45]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
583,Male,44,98,54.0,Phoenix,"(35, 45]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
584,Female,45,98,53.0,Philadelphia,"(35, 45]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
585,Female,46,99,48.0,San Antonio,"(45, 55]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
586,Male,47,99,52.0,San Diego,"(45, 55]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
587,Female,48,101,42.0,Washington,"(45, 55]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
588,Male,49,101,51.0,Los Angeles,"(45, 55]","(96, 117]","(34, 51]",Target,Middle-Aged Adults
589,Female,50,103,55.0,Chicago,"(45, 55]","(96, 117]","(51, 68]",Target,Middle-Aged Adults
590,Female,51,103,41.0,Houston,"(45, 55]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
591,Female,19,103,44.0,Phoenix,"(15, 25]","(96, 117]","(34, 51]",Careful,Young Adults
592,Female,21,103,57.0,Philadelphia,"(15, 25]","(96, 117]","(51, 68]",Target,Young Adults
593,Male,20,113,46.0,San Antonio,"(15, 25]","(96, 117]","(34, 51]",Careful,Young Adults
594,Female,23,113,58.0,San Diego,"(15, 25]","(96, 117]","(51, 68]",Target,Young Adults
595,Female,31,120,55.0,Washington,"(25, 35]","(117, 138]","(51, 68]",Target,Young Adults
596,Female,22,120,60.0,New York,"(15, 25]","(117, 138]","(51, 68]",Target,Young Adults
597,Female,35,126,46.0,Seattle,"(25, 35]","(117, 138]","(34, 51]",Careful,Young Adults
598,Male,23,126,55.0,Los Angeles,"(15, 25]","(117, 138]","(51, 68]",Target,Young Adults
599,Male,64,137,41.0,Chicago,"(55, 65]","(117, 138]","(34, 51]",Careful,Senior Adults
600,Male,30,137,49.0,Houston,"(25, 35]","(117, 138]","(34, 51]",Careful,Young Adults
601,Male,67,15,40.0,Phoenix,"(65, 75]","(12, 33]","(34, 51]",Careful,Senior Adults
602,Male,35,15,42.0,Philadelphia,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
603,Female,58,16,52.0,San Antonio,"(55, 65]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
604,Female,24,16,47.0,San Diego,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
605,Female,37,17,50.0,New York,"(35, 45]","(12, 33]","(34, 51]",Target,Young Adults
606,Female,22,17,42.0,Seattle,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
607,Female,35,18,49.0,Los Angeles,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
608,Female,20,18,41.0,Chicago,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
609,Male,52,19,48.0,Houston,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
610,Female,35,19,59.0,Phoenix,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
611,Male,35,19,55.0,Philadelphia,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
612,Female,25,19,56.0,San Antonio,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
613,Female,46,20,42.0,San Diego,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
614,Female,31,20,50.0,Washington,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
615,Male,54,20,46.0,Los Angeles,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
616,Male,29,20,43.0,Chicago,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
617,Female,45,21,48.0,Houston,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
618,Male,35,21,52.0,Phoenix,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
619,Male,40,23,54.0,Philadelphia,"(35, 45]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
620,Female,23,23,42.0,San Antonio,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
621,Male,60,24,46.0,San Diego,"(55, 65]","(12, 33]","(34, 51]",Careful,Senior Adults
622,Male,21,24,48.0,Washington,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
623,Female,53,25,50.0,Los Angeles,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
624,Male,18,25,43.0,Chicago,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
625,Female,49,28,59.0,Houston,"(45, 55]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
626,Male,21,28,43.0,Phoenix,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
627,Female,42,28,57.0,Philadelphia,"(35, 45]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
628,Male,30,28,56.0,San Antonio,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
629,Female,36,29,40.0,San Diego,"(35, 45]","(12, 33]","(34, 51]",Careful,Young Adults
630,Female,20,29,58.0,Washington,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
631,Male,65,30,91.0,New York,"(55, 65]","(12, 33]","(85, 102]",Centroid,Senior Adults
632,Female,24,30,29.0,Seattle,"(15, 25]","(12, 33]","(17, 34]",General,Young Adults
633,Male,48,33,77.0,Los Angeles,"(45, 55]","(12, 33]","(68, 85]",Spendthrift,Middle-Aged Adults
634,Male,31,33,35.0,Chicago,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
635,Female,49,33,95.0,Houston,"(45, 55]","(12, 33]","(85, 102]",Centroid,Middle-Aged Adults
636,Female,24,33,11.0,Phoenix,"(15, 25]","(12, 33]","(0, 17]",Miser,Young Adults
637,Female,50,34,75.0,Philadelphia,"(45, 55]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
638,Female,27,34,9.0,San Antonio,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
639,Female,29,37,75.0,San Diego,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
640,Female,31,37,34.0,New York,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
641,Female,49,38,71.0,Seattle,"(45, 55]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
642,Male,33,38,5.0,Los Angeles,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
643,Male,31,39,88.0,Chicago,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
644,Female,59,39,7.0,Houston,"(55, 65]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
645,Female,50,39,73.0,Phoenix,"(45, 55]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
646,Female,47,39,10.0,Philadelphia,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
647,Female,51,40,72.0,San Antonio,"(45, 55]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
648,Female,69,40,5.0,San Diego,"(65, 75]","(33, 54]","(0, 17]",Miser,Senior Adults
649,Female,27,40,93.0,Washington,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
650,Female,53,40,40.0,Los Angeles,"(45, 55]","(33, 54]","(34, 51]",Careful,Middle-Aged Adults
651,Female,70,42,87.0,Chicago,"(65, 75]","(33, 54]","(85, 102]",Centroid,Senior Adults
652,Male,19,42,12.0,Houston,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
653,Female,67,43,97.0,Phoenix,"(65, 75]","(33, 54]","(85, 102]",Centroid,Senior Adults
654,Male,54,43,36.0,Philadelphia,"(45, 55]","(33, 54]","(34, 51]",Careful,Middle-Aged Adults
655,Female,63,43,74.0,San Antonio,"(55, 65]","(33, 54]","(68, 85]",Spendthrift,Senior Adults
656,Male,18,43,22.0,San Diego,"(15, 25]","(33, 54]","(17, 34]",General,Young Adults
657,Female,43,44,90.0,Washington,"(35, 45]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
658,Male,68,44,17.0,Los Angeles,"(65, 75]","(33, 54]","(0, 17]",Miser,Senior Adults
659,Female,19,46,88.0,Chicago,"(15, 25]","(33, 54]","(85, 102]",Centroid,Young Adults
660,Male,32,46,20.0,Houston,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
661,Male,70,46,76.0,Phoenix,"(65, 75]","(33, 54]","(68, 85]",Spendthrift,Senior Adults
662,Male,47,46,16.0,Philadelphia,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
663,Female,60,47,89.0,San Antonio,"(55, 65]","(33, 54]","(85, 102]",Centroid,Senior Adults
664,Female,60,47,1.0,San Diego,"(55, 65]","(33, 54]","(0, 17]",Miser,Senior Adults
665,Male,59,48,78.0,Washington,"(55, 65]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
666,Male,26,48,1.0,New York,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
667,Female,45,48,73.0,Seattle,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
668,Female,40,48,35.0,Los Angeles,"(35, 45]","(33, 54]","(34, 51]",Careful,Middle-Aged Adults
669,Male,23,48,83.0,Chicago,"(15, 25]","(33, 54]","(68, 85]",Centroid,Young Adults
670,Female,49,48,5.0,Houston,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
671,Male,57,49,93.0,Phoenix,"(55, 65]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
672,Female,38,49,26.0,Philadelphia,"(35, 45]","(33, 54]","(17, 34]",General,Young Adults
673,Female,67,50,75.0,San Antonio,"(65, 75]","(33, 54]","(68, 85]",Spendthrift,Senior Adults
674,Female,46,50,20.0,San Diego,"(45, 55]","(33, 54]","(17, 34]",General,Middle-Aged Adults
675,Male,21,54,95.0,New York,"(15, 25]","(33, 54]","(85, 102]",Centroid,Young Adults
676,Male,48,54,27.0,Seattle,"(45, 55]","(33, 54]","(17, 34]",General,Middle-Aged Adults
677,Female,55,54,63.0,Los Angeles,"(45, 55]","(33, 54]","(51, 68]",Target,Middle-Aged Adults
678,Male,22,54,13.0,Chicago,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
679,Female,34,54,75.0,Houston,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
680,Female,50,54,10.0,Phoenix,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
681,Male,68,54,92.0,Philadelphia,"(65, 75]","(33, 54]","(85, 102]",Centroid,Senior Adults
682,Male,18,54,13.0,San Antonio,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
683,Male,48,54,86.0,San Diego,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
684,Female,40,54,15.0,Washington,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
685,Female,32,54,69.0,Los Angeles,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
686,Male,24,54,14.0,Chicago,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
687,Female,47,57,90.0,Houston,"(45, 55]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
688,Female,27,57,32.0,Phoenix,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
689,Female,48,58,86.0,Philadelphia,"(45, 55]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
690,Female,20,58,15.0,San Antonio,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
691,Female,23,59,88.0,San Diego,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
692,Male,49,59,39.0,Washington,"(45, 55]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
693,Male,67,60,97.0,Los Angeles,"(65, 75]","(54, 75]","(85, 102]",Centroid,Senior Adults
694,Female,26,60,24.0,Chicago,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
695,Female,49,60,68.0,Houston,"(45, 55]","(54, 75]","(51, 68]",Spendthrift,Middle-Aged Adults
696,Male,21,60,17.0,Phoenix,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
697,Female,66,60,85.0,Philadelphia,"(65, 75]","(54, 75]","(68, 85]",Centroid,Senior Adults
698,Female,54,60,23.0,San Antonio,"(45, 55]","(54, 75]","(17, 34]",General,Middle-Aged Adults
699,Male,68,61,69.0,San Diego,"(65, 75]","(54, 75]","(68, 85]",Spendthrift,Senior Adults
700,Male,66,61,8.0,Washington,"(65, 75]","(54, 75]","(0, 17]",Miser,Senior Adults
701,Female,65,62,91.0,New York,"(55, 65]","(54, 75]","(85, 102]",Centroid,Senior Adults
702,Female,19,62,16.0,Seattle,"(15, 25]","(54, 75]","(0, 17]",Miser,Young Adults
703,Male,38,62,79.0,Los Angeles,"(35, 45]","(54, 75]","(68, 85]",Spendthrift,Young Adults
704,Male,19,62,28.0,Chicago,"(15, 25]","(54, 75]","(17, 34]",General,Young Adults
705,Male,18,62,74.0,Houston,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
706,Female,19,62,18.0,Phoenix,"(15, 25]","(54, 75]","(17, 34]",Miser,Young Adults
707,Female,63,63,83.0,Philadelphia,"(55, 65]","(54, 75]","(68, 85]",Centroid,Senior Adults
708,Male,49,63,39.0,San Antonio,"(45, 55]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
709,Male,51,63,81.0,San Diego,"(45, 55]","(54, 75]","(68, 85]",Centroid,Middle-Aged Adults
710,Male,50,63,6.0,New York,"(45, 55]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
711,Male,27,63,77.0,Seattle,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
712,Female,38,63,40.0,Los Angeles,"(35, 45]","(54, 75]","(34, 51]",Careful,Young Adults
713,Female,40,64,76.0,Chicago,"(35, 45]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
714,Male,39,64,6.0,Houston,"(35, 45]","(54, 75]","(0, 17]",Miser,Young Adults
715,Female,23,65,94.0,Phoenix,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
716,Female,31,65,3.0,Philadelphia,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
717,Female,43,65,72.0,San Antonio,"(35, 45]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
718,Female,40,65,14.0,San Diego,"(35, 45]","(54, 75]","(0, 17]",Miser,Middle-Aged Adults
719,Female,59,67,99.0,Washington,"(55, 65]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
720,Female,38,67,15.0,Los Angeles,"(35, 45]","(54, 75]","(0, 17]",Miser,Young Adults
721,Male,47,67,77.0,Chicago,"(45, 55]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
722,Female,39,67,13.0,Houston,"(35, 45]","(54, 75]","(0, 17]",Miser,Young Adults
723,Female,25,69,79.0,Phoenix,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
724,Male,31,69,35.0,Philadelphia,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
725,Female,20,70,66.0,San Antonio,"(15, 25]","(54, 75]","(51, 68]",Spendthrift,Young Adults
726,Female,29,70,29.0,San Diego,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
727,Male,44,71,98.0,Washington,"(35, 45]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
728,Male,32,71,35.0,Los Angeles,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
729,Male,19,71,73.0,Chicago,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
730,Male,35,71,5.0,Houston,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
731,Male,57,71,73.0,Phoenix,"(55, 65]","(54, 75]","(68, 85]",Spendthrift,Middle-Aged Adults
732,Male,32,71,14.0,Philadelphia,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
733,Female,28,72,82.0,San Antonio,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
734,Female,32,72,32.0,San Diego,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
735,Male,25,73,61.0,Washington,"(15, 25]","(54, 75]","(51, 68]",Target,Young Adults
736,Female,28,73,31.0,New York,"(25, 35]","(54, 75]","(17, 34]",General,Young Adults
737,Female,48,73,87.0,Seattle,"(45, 55]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
738,Male,32,73,4.0,Los Angeles,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
739,Male,34,74,73.0,Chicago,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
740,Female,34,74,4.0,Houston,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
741,Female,43,75,92.0,Phoenix,"(35, 45]","(54, 75]","(85, 102]",Centroid,Middle-Aged Adults
742,Male,39,75,14.0,Philadelphia,"(35, 45]","(54, 75]","(0, 17]",Miser,Young Adults
743,Female,44,76,81.0,San Antonio,"(35, 45]","(75, 96]","(68, 85]",Centroid,Middle-Aged Adults
744,Female,38,76,17.0,San Diego,"(35, 45]","(75, 96]","(0, 17]",Miser,Young Adults
745,Male,47,77,73.0,New York,"(45, 55]","(75, 96]","(68, 85]",Spendthrift,Middle-Aged Adults
746,Male,27,77,26.0,Seattle,"(25, 35]","(75, 96]","(17, 34]",General,Young Adults
747,Male,37,77,75.0,Los Angeles,"(35, 45]","(75, 96]","(68, 85]",Spendthrift,Young Adults
748,Female,30,77,35.0,Chicago,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
749,Female,34,78,92.0,Houston,"(25, 35]","(75, 96]","(85, 102]",Centroid,Young Adults
750,Male,30,78,36.0,Phoenix,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
751,Male,56,78,61.0,Philadelphia,"(55, 65]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
752,Male,29,78,28.0,San Antonio,"(25, 35]","(75, 96]","(17, 34]",General,Young Adults
753,Female,19,78,65.0,San Diego,"(15, 25]","(75, 96]","(51, 68]",Spendthrift,Young Adults
754,Female,31,78,55.0,Washington,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
755,Female,50,78,47.0,Los Angeles,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
756,Female,36,78,42.0,Chicago,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
757,Male,42,78,42.0,Houston,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
758,Female,33,78,52.0,Phoenix,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
759,Male,36,78,60.0,Philadelphia,"(35, 45]","(75, 96]","(51, 68]",Target,Young Adults
760,Female,32,78,54.0,San Antonio,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
761,Female,40,79,60.0,San Diego,"(35, 45]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
762,Female,28,79,45.0,Washington,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
763,Male,36,81,41.0,Los Angeles,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
764,Female,36,81,50.0,Chicago,"(35, 45]","(75, 96]","(34, 51]",Target,Young Adults
765,Male,52,85,46.0,Houston,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
766,Female,30,85,51.0,Phoenix,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
767,Male,58,86,46.0,Philadelphia,"(55, 65]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
768,Female,27,86,56.0,San Antonio,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
769,Female,59,87,55.0,San Diego,"(55, 65]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
770,Male,35,87,52.0,Washington,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
771,Male,37,87,59.0,New York,"(35, 45]","(75, 96]","(51, 68]",Target,Young Adults
772,Male,32,87,51.0,Seattle,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
773,Male,46,87,59.0,Los Angeles,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
774,Male,29,87,50.0,Chicago,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
775,Female,41,88,48.0,Houston,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
776,Female,30,88,59.0,Phoenix,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
777,Male,54,88,47.0,Philadelphia,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
778,Male,28,88,55.0,San Antonio,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
779,Male,41,93,42.0,San Diego,"(35, 45]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
780,Male,36,93,49.0,New York,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
781,Female,34,97,56.0,Seattle,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
782,Female,32,97,47.0,Los Angeles,"(25, 35]","(96, 117]","(34, 51]",Careful,Young Adults
783,Male,33,98,54.0,Chicago,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
784,Female,38,98,53.0,Houston,"(35, 45]","(96, 117]","(51, 68]",Target,Young Adults
785,Female,47,99,48.0,Phoenix,"(45, 55]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
786,Male,35,99,52.0,Philadelphia,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
787,Female,45,101,42.0,San Antonio,"(35, 45]","(96, 117]","(34, 51]",Careful,Middle-Aged Adults
788,Male,32,101,51.0,San Diego,"(25, 35]","(96, 117]","(34, 51]",Target,Young Adults
789,Female,32,103,55.0,Washington,"(25, 35]","(96, 117]","(51, 68]",Target,Young Adults
790,Female,30,103,41.0,Los Angeles,"(25, 35]","(96, 117]","(34, 51]",Careful,Young Adults
791,Female,20,103,44.0,Chicago,"(15, 25]","(96, 117]","(34, 51]",Careful,Young Adults
792,Female,21,103,57.0,Houston,"(15, 25]","(96, 117]","(51, 68]",Target,Young Adults
793,Male,22,113,46.0,Phoenix,"(15, 25]","(96, 117]","(34, 51]",Careful,Young Adults
794,Female,23,113,58.0,Philadelphia,"(15, 25]","(96, 117]","(51, 68]",Target,Young Adults
795,Female,24,120,55.0,San Antonio,"(15, 25]","(117, 138]","(51, 68]",Target,Young Adults
796,Female,25,120,60.0,San Diego,"(15, 25]","(117, 138]","(51, 68]",Target,Young Adults
797,Female,26,126,46.0,Washington,"(25, 35]","(117, 138]","(34, 51]",Careful,Young Adults
798,Male,27,126,55.0,Los Angeles,"(25, 35]","(117, 138]","(51, 68]",Target,Young Adults
